ROP(1 m),Depth(m),weight on bit (kg),Rotary Speed (rpm),Pump Press (KPa),Temp In(degC),Flow In(liters/min),Flow Out %
2.94,1759.89,15446.71,41.44,9522.27,45.9,2240.32,66.86
3.32,1760.2,15909.3,40.19,9595.43,45.99,2240.32,74.35
3.01,1760.5,15795.92,38.46,9548.4,45.9,2226.46,74.25
3.08,1760.81,15600.91,41.82,9553.64,45.86,2227.3,69.21
2.76,1761.12,15718.82,38.18,9584.95,45.82,2222.41,69.49
2.98,1761.43,15700.68,39.14,9558.88,45.79,2219.12,69.21
2.51,1761.73,16086.17,35.31,9621.56,45.76,2234.64,71.66
3.32,1762.04,15718.82,37.04,9386.44,45.79,2260.72,71.43
3.47,1762.35,15700.68,37.32,9480.49,45.88,2285.97,70.15
3.41,1762.66,15777.78,40.95,9386.44,45.97,2298.2,70.62
3.17,1762.97,15678.0,37.97,9297.63,45.97,2299.03,69.45
2.99,1763.27,16045.35,36.57,9250.68,46.03,2316.14,70.3
3.36,1763.58,15623.58,36.72,9391.68,46.09,2312.09,70.91
3.25,1763.89,15523.81,37.68,9297.63,46.13,2268.86,69.68
3.03,1764.19,16222.22,38.75,9349.9,46.13,2268.86,69.17
2.69,1764.5,15641.72,40.48,9313.35,46.13,2277.0,68.6
3.33,1764.81,16063.49,41.62,9334.24,46.18,2281.92,67.75
3.33,1764.81,16063.49,41.62,9334.24,46.18,2281.92,67.75
2.99,1765.12,15718.82,37.41,9355.14,46.16,2268.86,69.35
3.01,1765.43,15718.82,36.07,9396.92,46.13,2274.58,68.93
3.28,1765.73,15950.11,36.37,9443.94,46.13,2279.46,68.32
2.95,1766.05,16104.31,35.63,9454.36,46.13,2277.0,69.4
3.08,1766.35,15891.16,42.08,9428.29,46.05,2281.09,68.32
2.83,1766.66,15600.91,38.88,9402.16,46.03,2274.58,68.41
2.99,1766.97,16181.41,38.12,9480.49,45.9,2272.95,68.22
2.72,1767.28,16145.12,31.51,9386.44,44.95,2250.92,68.69
3.01,1767.58,15891.16,36.65,9386.44,45.08,2249.29,68.84
2.73,1767.89,16181.41,38.26,9365.55,45.18,2247.66,71.1
3.26,1768.2,15736.96,36.27,9381.27,45.24,2248.5,70.3
2.56,1768.51,15986.39,35.9,9496.14,45.29,2253.38,68.36
2.98,1768.81,15659.86,36.08,9464.84,45.29,2250.92,67.75
2.92,1769.12,16009.07,36.68,9527.51,45.24,2246.87,68.36
2.86,1769.43,15986.39,37.35,9543.16,45.29,2255.84,66.72
2.88,1769.74,15755.1,36.11,9522.27,45.24,2251.75,66.95
4.71,1770.05,16009.07,31.72,9621.56,45.27,2215.07,67.52
5.18,1770.35,15487.53,33.86,9511.86,45.21,2242.78,68.03
3.12,1770.66,16027.21,33.77,9532.75,45.18,2249.29,68.27
2.88,1770.97,15582.77,34.79,9543.16,45.12,2249.29,67.38
3.25,1771.28,15986.39,34.32,9569.29,45.08,2258.26,70.01
3.25,1771.58,15659.86,34.65,9548.4,45.01,2251.75,69.49
2.93,1771.89,15564.63,38.29,9595.43,44.99,2257.47,69.12
3.09,1772.2,15832.2,38.0,9584.95,44.99,2261.52,68.69
2.99,1772.51,15909.3,34.49,9506.62,44.93,2241.95,68.22
3.16,1772.81,15950.11,34.82,9595.43,44.91,2252.55,69.54
3.05,1773.12,16412.7,35.2,9626.73,44.88,2253.38,68.18
2.91,1773.43,15464.85,34.55,9611.08,44.88,2247.66,68.69
3.53,1773.74,17183.67,35.75,9564.05,44.82,2240.32,67.94
2.65,1774.04,16104.31,35.86,9637.21,44.84,2261.52,69.07
3.16,1774.35,16317.46,37.74,9626.73,44.82,2250.92,68.08
2.72,1774.66,16145.12,34.78,9621.56,44.76,2241.95,70.95
3.01,1774.97,16376.42,35.78,9668.58,44.72,2248.5,71.66
2.7,1775.28,16181.41,35.05,9621.56,44.65,2255.84,68.46
2.8,1775.58,16566.89,33.59,9652.86,44.63,2254.17,67.89
2.68,1775.89,16299.32,34.41,9642.45,44.59,2255.01,67.28
2.81,1776.2,16780.05,33.91,9600.67,44.57,2244.41,69.64
1.8,1776.51,14907.03,38.79,9600.67,42.79,2230.4,71.05
2.95,1776.81,15814.06,39.13,9637.21,43.13,2227.98,71.76
2.72,1777.12,15777.78,37.74,9668.58,43.42,2226.31,71.8
2.95,1777.43,15777.78,37.21,9663.34,43.59,2233.66,70.15
2.79,1777.74,16335.6,36.98,9647.69,43.72,2229.61,71.52
2.65,1778.05,16394.56,37.83,9616.32,43.85,2229.61,71.0
2.42,1778.36,16104.31,37.27,9652.86,43.89,2228.77,68.46
2.76,1778.67,15755.1,37.12,9642.45,43.91,2221.43,70.48
2.62,1778.97,16276.64,40.17,9642.45,43.96,2231.23,70.53
2.47,1779.28,15700.68,40.46,9616.32,43.97,2225.52,70.95
2.61,1779.59,15873.02,36.19,9631.97,43.96,2213.29,69.97
3.46,1779.9,16335.6,35.03,9642.45,43.96,2219.8,70.58
2.62,1780.2,16181.41,35.2,9631.97,43.96,2219.8,71.14
2.76,1780.51,16027.21,35.46,9600.67,43.97,2204.28,70.53
2.54,1780.82,16045.35,36.49,9642.45,44.04,2218.97,70.72
2.58,1781.13,15931.97,42.27,9652.86,44.08,2223.06,70.77
2.74,1781.44,15718.82,38.24,9647.69,44.04,2224.69,70.44
2.51,1781.74,15950.11,35.99,9611.08,44.06,2212.46,72.13
2.66,1782.05,15950.11,34.49,9621.56,44.04,2218.17,72.08
2.44,1782.36,15777.78,42.85,9584.95,44.1,2219.8,71.8
2.61,1782.66,16063.49,36.3,9637.21,44.04,2214.92,72.13
2.44,1782.97,15873.02,36.36,9600.67,44.06,2204.28,71.47
2.52,1783.28,15487.53,37.01,9621.56,44.08,2210.83,71.61
2.53,1783.59,15968.25,37.73,9631.97,44.1,2213.29,70.86
2.76,1783.9,15909.3,38.67,9637.21,44.08,2210.0,69.59
2.66,1784.2,15523.81,37.92,9605.84,44.04,2211.63,69.78
2.91,1784.51,16258.5,39.58,9663.34,44.04,2212.46,69.59
2.81,1784.82,15678.0,41.28,9647.69,43.99,2218.17,70.25
2.47,1785.13,16222.22,37.89,9726.02,44.04,2231.23,72.89
2.35,1785.43,16104.31,36.02,9893.15,44.06,2263.03,73.03
2.26,1785.74,15700.68,31.96,9929.77,44.14,2258.15,71.14
2.26,1786.05,16163.27,36.57,9934.94,44.12,2256.52,71.85
2.36,1786.36,16027.21,36.69,8738.72,41.82,2028.07,71.14
3.47,1786.67,16507.94,39.73,10065.53,41.52,2265.61,72.13
3.24,1786.97,16376.42,39.23,10107.38,41.92,2260.72,72.37
2.9,1787.28,16643.99,35.08,9945.42,42.17,2242.78,73.21
2.73,1787.59,16412.7,33.56,9783.45,42.38,2273.74,73.45
2.72,1787.9,16471.66,34.02,9668.58,42.58,2280.29,74.3
2.4,1788.2,16317.46,33.76,9642.45,42.77,2287.6,73.31
2.94,1788.51,16761.9,35.49,9663.34,42.92,2283.55,73.69
2.46,1788.82,16122.45,33.74,9616.32,42.98,2274.58,71.99
2.87,1789.13,16702.95,36.97,9658.1,43.0,2276.2,72.41
2.39,1789.43,16394.56,36.19,9673.75,43.06,2272.12,73.31
2.73,1789.74,16566.89,30.72,9631.97,43.15,2256.63,73.12
2.54,1790.05,16721.09,33.85,9637.21,43.23,2254.17,74.67
2.62,1790.36,16530.61,33.24,9605.84,43.26,2248.5,74.53
2.39,1790.66,16181.41,36.11,9726.02,43.26,2253.38,71.76
2.89,1790.97,16222.22,33.85,9673.75,43.26,2243.57,72.89
2.54,1791.28,16607.71,36.75,9720.78,43.78,2255.84,72.46
2.65,1791.59,16258.5,38.11,9678.99,43.78,2249.29,69.68
2.59,1791.9,16471.66,38.43,9741.67,43.83,2259.89,71.47
2.36,1792.2,16299.32,39.81,9736.43,43.81,2256.63,72.41
2.86,1792.51,16412.7,35.14,9720.78,43.76,2250.12,72.37
2.47,1792.82,16662.13,34.78,9663.34,43.72,2242.78,72.08
2.71,1793.13,16566.89,37.21,9757.39,43.74,2251.75,71.9
2.62,1793.43,16335.6,36.92,9705.13,43.53,2241.15,72.56
2.93,1793.74,16548.75,37.7,9773.04,43.42,2249.29,72.98
2.71,1794.05,16548.75,42.76,9710.37,43.42,2241.15,72.04
3.0,1794.36,16394.56,37.67,9726.02,43.36,2237.06,72.04
3.33,1794.66,16471.66,36.11,9762.56,43.47,2241.95,72.46
3.24,1794.97,16489.8,37.01,9783.45,43.51,2236.27,71.38
8.59,1795.28,16489.8,29.44,9919.28,43.49,2212.61,71.38
5.43,1795.59,16353.74,32.1,9820.07,43.51,2231.35,72.89
3.09,1795.89,16643.99,37.21,9757.39,43.55,2237.06,72.32
2.9,1796.2,16585.03,34.29,10023.74,42.66,2250.8,73.31
2.5,1796.51,16022.68,33.73,10034.22,42.89,2261.4,72.65
2.76,1796.82,16063.49,36.92,10018.57,43.02,2256.52,72.6
2.25,1797.13,16004.54,35.1,9981.96,43.15,2252.43,71.52
3.13,1797.44,16081.63,43.76,9861.85,42.3,2242.78,73.5
2.87,1797.74,15963.72,43.52,9820.07,42.6,2243.57,73.21
2.77,1798.05,15886.62,41.89,9835.72,43.04,2240.32,69.26
2.31,1798.36,15945.58,39.49,9908.87,43.13,2240.32,70.77
2.06,1798.67,16235.83,40.08,9893.15,43.23,2234.64,70.95
2.59,1798.98,16099.77,39.41,9940.18,43.34,2241.95,71.38
2.8,1799.28,15909.3,38.26,9924.53,43.36,2232.18,68.74
2.65,1799.59,15927.44,39.0,9851.37,43.42,2229.72,70.3
3.23,1799.9,15945.58,37.04,9872.26,43.47,2228.93,70.53
3.63,1800.2,15909.3,39.09,9945.42,43.53,2214.24,69.31
3.06,1800.51,16349.21,38.15,9506.62,43.68,2305.54,70.15
3.56,1800.82,16022.68,34.61,9809.59,43.7,2228.93,70.91
3.42,1801.13,15945.58,39.0,9788.69,43.74,2242.78,71.94
3.68,1801.44,16140.59,39.54,9731.26,43.74,2235.44,69.49
2.65,1801.74,15755.1,37.04,9767.8,43.74,2232.98,70.77
3.48,1802.05,16235.83,36.66,9814.83,43.21,2235.44,71.0
3.15,1802.36,16158.73,36.74,9757.39,43.23,2241.95,69.31
2.95,1802.67,16117.91,41.03,9757.39,43.85,2226.46,72.7
3.0,1802.97,15909.3,37.79,9741.67,43.89,2231.35,70.67
2.84,1803.28,15637.19,34.99,9684.23,43.96,2221.58,72.32
2.83,1803.59,15945.58,37.04,9678.99,43.99,2229.72,71.47
2.72,1803.9,16004.54,39.72,9658.1,43.97,2218.33,71.05
3.04,1804.21,15809.52,43.76,9715.54,43.97,2221.58,72.18
2.71,1804.51,15945.58,37.3,9699.89,44.04,2214.24,70.58
3.39,1804.82,16081.63,36.84,9699.89,44.06,2209.35,69.21
3.4,1805.13,16040.82,44.84,10112.55,44.06,2275.37,72.74
3.8,1805.44,16253.97,41.85,9814.83,44.06,2269.69,70.95
7.37,1805.75,15551.02,42.12,9490.97,43.26,2236.12,70.48
6.99,1806.06,15659.86,41.19,9694.65,43.4,2230.4,70.34
4.24,1806.36,15369.61,39.08,9997.68,43.53,2226.31,71.38
5.18,1806.67,15755.1,38.53,10028.98,43.68,2256.52,70.15
4.29,1806.98,15387.76,37.44,10081.25,43.81,2264.66,71.33
4.09,1807.28,15873.02,40.37,10028.98,43.89,2250.01,69.45
4.02,1807.59,15832.2,39.0,9877.5,43.97,2214.92,67.28
4.52,1807.9,15678.0,36.86,9914.04,43.99,2226.31,67.89
4.13,1808.21,15968.25,39.11,9987.2,44.08,2228.77,68.93
5.18,1808.52,15641.72,39.16,10039.46,44.17,2251.64,69.02
3.61,1808.82,16625.85,38.43,9997.68,44.21,2259.78,71.28
2.86,1809.13,15523.81,38.97,10039.46,44.29,2263.03,73.07
3.39,1809.44,15755.1,38.99,10028.98,44.36,2258.98,71.14
2.76,1809.75,15505.67,39.63,9940.18,44.42,2254.06,70.86
3.26,1810.05,15387.76,40.02,9914.04,44.46,2246.72,72.46
2.77,1810.36,15446.71,38.15,9877.5,44.48,2236.95,73.78
2.88,1810.67,15623.58,40.37,9929.77,44.53,2245.92,72.7
2.37,1810.98,15814.06,38.14,9867.09,44.59,2239.37,70.81
2.47,1811.29,15351.47,41.5,9867.09,44.61,2241.83,72.41
2.83,1811.59,15410.43,40.65,9454.36,44.67,2323.41,72.51
3.61,1811.9,15387.76,37.47,9360.38,44.82,2339.72,73.12
3.15,1812.21,15736.96,36.81,9208.89,44.93,2275.3,70.67
3.11,1812.52,15564.63,41.51,9464.84,44.88,2266.32,71.52
3.33,1812.83,15736.96,40.55,9480.49,44.88,2224.69,73.69
2.42,1813.13,15369.61,33.07,9595.43,44.88,2227.98,74.44
2.87,1813.44,15274.38,35.84,9605.84,44.91,2228.77,75.15
3.28,1813.75,15700.68,37.77,9752.15,44.87,2236.95,74.82
3.1,1814.05,15179.14,38.52,9788.69,44.84,2245.92,75.15
3.05,1814.36,15832.2,38.17,9820.07,44.87,2256.52,73.83
3.27,1814.67,15369.61,39.92,9856.61,44.82,2253.27,77.31
4.26,1814.98,15814.06,38.02,9898.39,44.82,2255.69,76.61
3.17,1815.28,15564.63,37.41,9955.83,44.82,2265.49,76.18
3.55,1815.59,15505.67,44.23,9830.48,44.82,2250.01,75.9
2.05,1815.9,16353.74,24.56,9485.73,42.13,2353.62,77.88
2.16,1816.21,15854.88,24.0,9558.88,43.02,2319.36,76.84
2.12,1816.52,16530.61,22.89,9391.68,43.7,2275.3,76.51
2.38,1816.83,16530.61,24.09,9501.38,44.14,2277.72,76.37
2.22,1817.14,16353.74,21.29,9517.03,44.44,2240.21,76.32
2.76,1817.44,15909.3,23.74,9590.19,44.61,2257.32,75.8
2.4,1817.75,16507.94,22.43,9470.08,44.74,2222.26,76.46
2.01,1818.06,15678.0,24.12,9438.7,44.8,2264.66,75.38
2.27,1818.36,16566.89,23.8,9407.33,44.93,2304.67,75.9
2.35,1818.67,16412.7,27.16,9083.47,45.06,2336.47,77.26
2.54,1818.98,16335.6,24.48,9041.69,45.24,2345.44,76.46
2.28,1819.29,16353.74,23.05,9015.56,45.39,2316.07,76.94
2.16,1819.59,16181.41,25.49,8613.37,45.56,2415.62,78.21
2.74,1819.9,16376.42,22.7,8728.24,45.63,2294.87,75.43
2.58,1820.21,16258.5,24.51,8884.97,45.52,2262.24,75.0
2.43,1820.52,16430.84,28.89,9093.95,45.48,2267.12,75.62
3.35,1820.83,16276.64,23.33,9245.44,45.48,2253.27,75.33
2.51,1821.13,16199.55,22.69,9203.65,45.42,2264.66,75.43
2.71,1821.44,16222.22,31.16,9046.93,45.42,2302.21,76.75
2.44,1821.75,15986.39,28.06,8999.91,45.48,2263.86,75.57
3.31,1822.06,16276.64,29.13,9073.06,45.46,2262.24,75.52
3.6,1822.37,16585.03,27.08,9276.74,45.46,2259.78,75.38
3.9,1822.67,16430.84,26.49,9250.68,45.42,2253.27,76.13
2.83,1822.98,16335.6,24.57,9198.41,45.33,2262.24,75.9
2.49,1823.29,16299.32,25.56,8968.53,45.18,2234.49,75.95
3.97,1823.6,16780.05,25.55,9041.69,45.22,2234.49,75.8
3.55,1823.9,16530.61,25.38,9203.65,45.22,2275.3,75.85
5.05,1824.21,16145.12,35.1,9198.41,45.27,2274.46,76.46
4.79,1824.52,16240.36,33.32,9161.87,45.27,2263.03,75.85
5.2,1824.83,16222.22,29.67,9234.96,45.24,2258.98,75.43
5.62,1825.14,16063.49,30.31,9616.32,43.93,2298.12,76.18
4.07,1825.44,16086.17,27.83,9459.6,44.14,2271.21,76.42
3.6,1825.75,15641.72,26.99,9454.36,44.33,2265.49,75.38
3.79,1826.06,15795.92,25.53,9402.16,44.42,2236.95,75.76
6.72,1826.37,15777.78,25.94,9485.73,44.48,2210.0,75.0
6.37,1826.67,15736.96,38.44,9532.75,44.57,2197.77,73.87
4.52,1826.98,16163.27,30.61,9402.16,44.59,2220.64,74.82
1.74,1827.29,15755.1,27.52,9459.6,44.67,2276.09,75.24
1.78,1827.6,15777.78,28.92,9464.84,44.72,2266.32,74.16
1.65,1827.91,16222.22,28.56,9407.33,44.76,2251.64,75.57
1.87,1828.21,16027.21,28.09,9302.87,44.88,2297.33,75.95
1.73,1828.52,16181.41,27.36,9407.33,44.95,2272.0,75.95
1.58,1828.83,15909.3,29.04,9543.16,44.91,2296.49,76.09
1.6,1829.14,16353.74,26.69,9250.68,44.8,2232.86,75.71
1.72,1829.45,16163.27,39.72,9287.22,44.65,2240.21,75.15
1.65,1829.75,15564.63,39.57,9261.09,44.54,2232.86,74.53
1.74,1830.06,15777.78,41.74,9250.68,44.38,2223.06,74.77
1.94,1830.37,16199.55,34.9,9302.87,44.23,2218.17,73.87
1.57,1830.67,16122.45,36.45,9093.95,44.21,2277.72,75.15
1.97,1830.98,16009.07,37.3,9193.17,44.21,2308.72,74.3
1.98,1831.29,16163.27,39.35,9234.96,44.27,2292.41,74.44
1.76,1831.6,16471.66,37.47,9365.55,44.25,2270.38,73.59
2.09,1831.9,16122.45,34.79,9443.94,44.27,2264.66,76.04
2.62,1832.21,15777.78,41.21,9527.51,44.17,2254.06,74.39
3.1,1832.52,15795.92,39.23,9480.49,44.08,2246.72,75.15
2.43,1832.83,16163.27,42.33,9454.36,44.08,2254.89,73.92
2.86,1833.14,16009.07,42.74,9459.6,43.99,2250.8,75.15
1.83,1833.44,15814.06,43.61,9490.97,43.97,2256.52,73.78
2.28,1833.75,15736.96,37.71,9496.14,43.89,2246.72,73.59
2.15,1834.06,16471.66,37.97,9501.38,43.83,2247.55,73.54
1.76,1834.37,16335.6,36.45,9506.62,43.81,2248.34,72.04
2.04,1834.67,16240.36,35.54,9631.97,42.28,2254.17,73.21
1.96,1834.98,15795.92,36.91,9360.38,42.81,2210.98,72.93
2.26,1835.29,15795.92,37.76,9214.06,43.02,2249.29,73.36
1.88,1835.6,15891.16,43.09,9046.93,43.34,2250.12,73.97
2.27,1835.9,15795.92,35.93,9140.98,43.47,2223.21,73.4
2.35,1836.21,15909.3,32.83,9177.52,43.53,2209.35,73.5
2.02,1836.52,16045.35,34.06,9182.76,43.51,2196.29,72.08
1.81,1836.83,16276.64,32.16,9245.44,43.51,2201.22,71.28
1.81,1837.14,16376.42,31.89,9234.96,43.47,2194.67,71.47
1.83,1837.44,16258.5,35.87,9370.79,43.42,2215.87,71.85
1.95,1837.75,15814.06,40.65,9349.9,43.44,2214.24,70.06
2.32,1838.06,16086.17,33.27,9548.4,43.44,2237.9,68.84
2.15,1838.37,15931.97,35.19,9490.97,43.44,2224.84,69.92
2.25,1838.67,16122.45,36.78,9548.4,43.42,2231.35,73.78
1.74,1838.98,15986.39,41.24,9522.27,43.51,2235.44,75.05
2.27,1839.29,15832.2,37.3,9443.94,43.53,2219.95,75.29
1.98,1839.6,16199.55,39.57,9511.86,43.55,2232.18,75.71
1.88,1839.9,16181.41,40.17,9454.36,43.59,2229.72,74.82
1.87,1840.21,16181.41,45.36,9438.7,43.63,2224.04,75.0
2.05,1840.52,16453.51,36.46,9490.97,43.68,2227.3,75.15
1.76,1840.83,15795.92,34.9,9475.25,43.68,2223.21,75.43
1.86,1841.13,16009.07,33.47,9480.49,43.72,2218.33,75.15
2.05,1841.44,15795.92,32.01,9501.38,43.72,2230.55,75.0
1.65,1841.75,16145.12,36.57,9558.88,43.66,2232.18,75.66
1.96,1842.06,16027.21,36.36,9668.58,43.63,2252.55,75.95
1.98,1842.37,15464.85,41.09,9663.34,43.51,2247.66,75.76
2.37,1842.67,15931.97,30.03,9689.47,43.51,2239.52,76.09
2.41,1842.98,15641.72,39.78,9694.65,43.51,2237.9,75.05
2.21,1843.29,16086.17,33.83,9699.89,43.55,2246.87,74.49
2.39,1843.6,15564.63,33.1,9752.15,43.53,2245.24,75.76
2.46,1843.9,16240.36,34.76,9631.97,43.63,2265.61,74.91
2.37,1844.21,16086.17,37.51,9611.08,43.62,2256.63,76.13
2.34,1844.52,15873.02,36.6,9642.45,42.66,2224.04,74.96
2.3,1844.83,15931.97,38.55,9590.19,42.85,2214.24,75.29
2.29,1845.14,15700.68,35.99,9605.84,43.0,2224.84,74.72
2.3,1845.44,15718.82,33.24,9710.37,43.08,2231.35,74.35
2.62,1845.75,15700.68,35.08,9668.58,43.19,2222.41,74.77
2.52,1846.06,15913.83,39.0,9652.86,43.19,2236.27,73.45
2.58,1846.37,15623.58,38.81,9537.99,43.36,2248.5,74.82
3.01,1846.67,16009.07,29.21,9715.54,42.62,2227.98,73.5
3.29,1846.98,16199.55,37.88,9788.69,42.81,2239.37,75.0
3.68,1847.29,16276.64,39.02,9861.85,42.51,2252.43,74.39
3.26,1847.6,15950.11,44.36,9976.79,42.71,2266.32,74.2
3.39,1847.91,16068.03,37.24,9741.67,42.89,2231.23,74.16
3.15,1848.21,16181.41,32.85,9715.54,42.94,2217.34,73.87
3.08,1848.52,15814.06,44.45,9689.47,42.98,2222.26,73.17
3.26,1848.83,15755.1,38.35,9726.02,43.04,2218.97,74.11
3.12,1849.14,15836.73,38.68,9611.08,43.08,2211.63,74.53
2.98,1849.45,15755.1,39.64,9699.89,43.11,2198.6,71.9
3.22,1849.75,15950.11,39.03,9987.2,43.15,2263.86,74.3
2.81,1850.06,15795.92,39.09,10023.74,43.17,2283.44,73.78
3.53,1850.37,16068.03,37.88,10081.25,43.26,2290.78,75.99
3.43,1850.67,16222.22,35.98,9961.07,43.29,2270.38,74.2
4.14,1850.98,16412.7,34.26,9950.66,43.23,2263.03,74.11
4.72,1851.29,16009.07,33.42,10028.98,43.23,2252.43,74.86
5.48,1851.6,15736.96,33.23,10044.64,43.26,2247.55,74.86
5.97,1851.91,15410.43,33.3,10028.98,43.19,2248.34,74.67
5.95,1852.21,15950.11,47.6,9929.77,43.26,2267.12,74.72
3.54,1852.52,16240.36,38.33,9940.18,43.28,2266.32,73.21
2.94,1852.83,16104.31,36.8,9908.87,43.29,2266.32,73.4
3.1,1853.14,15795.92,43.12,9945.42,43.29,2256.52,74.49
3.07,1853.44,15891.16,41.33,9109.61,43.49,2431.94,75.76
2.93,1853.75,15678.0,40.24,8341.71,43.81,2348.73,74.67
4.07,1854.07,16235.83,46.91,8346.95,42.85,2205.11,76.28
5.44,1854.37,16009.07,38.53,9146.15,43.0,2276.92,77.41
2.36,1854.68,16122.45,40.25,9537.99,43.17,2256.52,76.79
2.73,1854.99,15913.83,42.97,8775.27,43.53,2417.25,80.0
2.73,1855.3,15913.83,39.61,8425.28,43.78,2266.32,77.59
2.36,1855.6,15546.49,37.29,8723.07,43.89,2250.8,76.98
2.51,1855.91,15777.78,41.07,8879.79,43.93,2241.83,76.13
2.75,1856.22,15873.02,51.72,8984.25,43.93,2228.77,75.19
3.0,1856.53,15546.49,41.71,9313.35,43.93,2254.06,75.38
2.74,1856.84,15410.43,41.16,9412.57,44.14,2252.43,76.98
3.17,1857.14,15968.25,35.0,9600.67,44.12,2230.4,76.84
2.79,1857.45,15600.91,38.62,9579.78,44.19,2276.09,76.18
3.35,1857.76,15546.49,38.97,9360.38,44.21,2229.61,76.56
3.13,1858.06,15238.1,40.95,9365.55,44.21,2230.4,76.46
3.15,1858.37,15274.38,40.27,9438.7,44.21,2237.75,75.66
3.1,1858.68,15274.38,39.82,9454.36,44.21,2243.46,75.66
3.64,1858.99,15546.49,40.2,9501.38,44.1,2236.95,75.85
3.12,1859.3,15659.86,42.38,9475.25,44.19,2233.66,74.39
3.74,1859.6,15641.72,40.48,9203.65,44.14,2310.35,76.61
3.26,1859.91,15410.43,38.82,9490.97,44.36,2234.49,73.97
3.72,1860.22,15197.28,39.73,9517.03,44.21,2230.4,72.79
3.54,1860.53,15600.91,39.92,9443.94,44.23,2227.98,72.56
3.63,1860.84,15156.46,37.07,9443.94,44.17,2223.89,70.2
4.07,1861.14,15736.96,38.49,9412.57,44.14,2212.46,66.53
3.44,1861.45,15315.19,36.91,9459.6,44.08,2212.46,67.75
3.85,1861.76,15369.61,38.35,9485.73,44.06,2209.2,70.95
3.63,1862.07,15446.71,40.55,9820.07,44.04,2244.29,74.58
3.94,1862.37,15410.43,40.97,9820.07,44.19,2257.32,72.65
4.38,1862.68,15315.19,39.93,9689.47,44.25,2265.49,70.06
4.36,1862.99,15156.46,39.37,9637.21,44.25,2256.52,73.45
5.48,1863.3,15369.61,39.19,9767.8,44.25,2239.37,71.43
5.54,1863.61,14947.85,37.8,9778.28,44.23,2238.58,73.17
5.35,1863.91,15718.82,39.63,9762.56,44.25,2236.95,76.56
6.4,1864.22,15564.63,43.78,10467.78,43.4,2287.52,69.26
7.2,1864.53,15678.0,37.09,9992.44,43.62,2246.72,69.35
5.28,1864.84,16027.21,38.78,10070.77,43.7,2232.86,70.06
5.8,1865.14,15718.82,41.95,10060.36,43.85,2250.01,72.18
4.49,1865.46,16063.49,37.67,9966.31,44.04,2255.69,71.47
4.43,1865.76,16086.17,39.63,9966.31,44.14,2248.34,73.03
4.43,1866.07,15968.25,40.39,9898.39,44.27,2247.55,72.51
3.9,1866.38,15814.06,42.04,9757.39,44.4,2231.23,72.04
4.38,1866.68,15505.67,41.04,9715.54,44.44,2229.61,71.71
4.49,1866.99,15950.11,39.22,9762.56,44.54,2214.09,70.91
5.28,1867.3,15891.16,39.81,9929.77,44.61,2227.98,71.71
5.28,1867.3,15891.16,39.81,9929.77,44.61,2227.98,71.71
5.3,1867.61,15986.39,41.33,9898.39,44.63,2225.52,72.89
4.75,1867.92,15718.82,40.01,9851.37,44.72,2210.83,72.32
4.04,1868.22,15700.68,40.59,9783.45,44.72,2202.65,73.54
4.2,1868.53,15950.11,39.63,10149.16,44.8,2248.34,73.07
4.36,1868.84,15931.97,38.91,10154.34,44.87,2254.89,75.33
4.45,1869.15,15909.3,38.88,10196.19,44.87,2254.06,74.25
4.4,1869.45,16104.31,41.44,10138.68,44.95,2261.4,74.16
4.13,1869.76,15909.3,41.31,10086.49,45.01,2243.46,72.98
3.74,1870.07,15854.88,40.92,10076.01,45.03,2249.18,73.97
4.0,1870.38,15718.82,40.31,10128.27,45.12,2253.27,73.73
4.57,1870.69,15659.86,43.25,10222.25,45.16,2254.89,74.3
4.36,1870.99,15678.0,39.06,10102.14,45.18,2254.89,73.45
4.86,1871.3,15546.49,39.79,10044.64,45.21,2240.21,73.92
4.54,1871.61,15659.86,40.48,10149.16,45.21,2254.06,74.86
4.5,1871.91,15678.0,40.65,10159.58,45.22,2248.34,74.77
4.5,1872.22,15659.86,39.7,9981.96,45.27,2304.67,75.15
4.54,1872.53,15832.2,39.61,9475.25,45.39,2388.71,77.55
4.8,1872.84,16045.35,39.9,8796.16,45.56,2298.96,75.99
3.99,1873.15,15736.96,40.75,8576.76,45.77,2305.47,74.02
4.23,1873.45,15814.06,39.51,8843.18,45.88,2265.49,72.41
4.86,1873.74,15546.49,39.79,10044.64,45.21,2240.21,73.92
4.54,1874.05,15659.86,40.48,10149.16,45.21,2254.06,74.86
4.5,1874.35,15678.0,40.65,10159.58,45.22,2248.34,74.77
4.5,1874.66,15659.86,39.7,9981.96,45.27,2304.67,75.15
4.54,1874.97,15832.2,39.61,9475.25,45.39,2388.71,77.55
4.75,1875.12,15700.68,39.6,9981.96,45.08,2233.81,67.66
4.68,1875.74,15718.82,37.48,9976.79,45.08,2222.41,68.74
3.6,1876.04,14657.6,41.63,9548.4,45.08,2279.46,70.01
3.23,1876.35,13555.56,44.01,9349.9,45.14,2308.8,73.36
4.06,1876.66,13709.75,42.68,9459.6,45.21,2298.2,71.52
4.12,1876.97,13383.22,40.46,9423.05,45.31,2272.95,71.85
4.01,1877.28,13727.89,42.96,9407.33,45.31,2257.47,71.85
4.5,1877.58,13537.41,42.9,9423.05,45.31,2267.23,71.47
4.9,1877.89,14888.89,44.77,9417.81,45.31,2270.49,70.81
