Depth(ft),Depth(m),ROP(1 ft),ROP(1 m),weight on bit (k-lbs),weight on bit (kg),Temp Out( degF),Temp Out( degC),Temp In(degF),Temp In(degC),Pit Total (bbls),Pit Total (m3),Pump Press (psi),Pump Press (KPa),Hookload (k-lbs),Hookload (kg),Surface Torque (psi),Surface Torque (KPa),Rotary Speed (rpm),Flow In (gal/min),Flow In(liters/min),Flow Out %,WH Pressure (psi),WH Pressure (KPa),H2S Floor,H2S Cellar,H2S Pits
185.26,56.46,153.25,46.71,0,0.00,97.3,36.28,95.79,35.44,242.71,38.59,371.08,2558.60,48.01,21773.24,8.78,60.54,87.65,987.07,3736.46,96.3,-1231.45,-8490.85,-0.01,-0.02,0.27
186.26,56.77,212.1,64.64,0,0.00,97.26,36.26,95.79,35.44,242.14,38.50,370.69,2555.91,47.32,21460.32,8.78,60.54,82.73,986.87,3735.71,98.75,-1231.83,-8493.47,-0.01,-0.02,0.27
187.26,57.07,80.13,24.42,0,0.00,97.11,36.17,95.87,35.48,241.48,38.39,374.13,2579.63,41.53,18834.47,8.78,60.54,117.7,988.29,3741.08,98.77,-1231.83,-8493.47,-0.01,-0.02,0.27
188.26,57.38,68.41,20.85,0,0.00,97.07,36.15,95.87,35.48,240.08,38.17,374.51,2582.25,48.47,21981.86,8.74,60.26,113.72,987.48,3738.02,97.86,-1231.83,-8493.47,0,-0.02,0.27
189.29,57.69,185.92,56.67,0,0.00,97.11,36.17,95.87,35.48,239.67,38.10,372.6,2569.08,46.56,21115.65,8.7,59.99,101.75,987.68,3738.77,100.21,-1231.83,-8493.47,-0.02,0,0.27
190.33,58.01,66.4,20.24,0,0.00,97.11,36.17,95.94,35.52,238.46,37.91,374.51,2582.25,48.77,22117.91,8.67,59.78,154.14,987.68,3738.77,96.32,-1231.45,-8490.85,0,-0.01,0.26
191.33,58.31,200.33,61.06,0,0.00,97.15,36.19,95.94,35.52,237.94,37.83,374.89,2584.87,41.99,19043.08,8.63,59.50,93.6,990.12,3748.01,98.26,-1231.45,-8490.85,-0.01,-0.03,0.26
192.39,58.64,87.07,26.54,0,0.00,97.34,36.30,95.98,35.54,236.34,37.58,376.41,2595.35,49.31,22362.81,8.63,59.50,47.23,991.13,3751.83,99.66,-1231.45,-8490.85,-0.01,-0.01,0.26
193.39,58.94,91.21,27.80,0,0.00,97.45,36.36,96.06,35.59,235.49,37.44,375.27,2587.49,49.46,22430.84,8.63,59.50,98.23,993.17,3759.56,96.72,-1231.83,-8493.47,0,-0.01,0.28
194.4,59.25,240.39,73.27,0,0.00,97.45,36.36,96.06,35.59,235.22,37.40,375.27,2587.49,50.22,22775.51,8.67,59.78,83.22,993.58,3761.11,96,-1231.83,-8493.47,-0.02,-0.01,0.27
195.43,59.56,95.34,29.06,0,0.00,97.41,36.34,96.09,35.61,236.45,37.59,371.46,2561.22,49.69,22535.15,8.67,59.78,87.37,988.29,3741.08,94.53,-1231.83,-8493.47,-0.02,-0.01,0.28
196.54,59.90,450.72,137.37,0,0.00,91.62,33.12,96.48,35.82,222.97,35.45,394.33,2718.91,37.11,16829.93,8.25,56.88,0,1018.42,3855.14,95.41,-1231.83,-8493.47,0,-0.01,0.25
197.73,60.27,611.7,186.44,0,0.00,91.62,33.12,96.44,35.80,222.89,35.44,393.57,2713.67,33.68,15274.38,8.21,56.61,0,1018.83,3856.69,94.97,-1231.45,-8490.85,0,0,0.25
198.77,60.58,619.74,188.89,0,0.00,91.66,33.14,96.44,35.80,222.85,35.43,392.43,2705.80,44.5,20181.41,8.25,56.88,15.22,1017.81,3852.83,94.09,-1231.83,-8493.47,-0.01,-0.01,0.24
199.8,60.90,676.08,206.06,0,0.00,88.91,31.62,96.63,35.91,218.56,34.75,422.93,2916.10,58.69,26616.78,8.09,55.78,0,1031.26,3903.74,97.23,-1231.45,-8490.85,-0.02,0.01,0.24
200.92,61.24,507.06,154.54,0,0.00,88.91,31.62,96.63,35.91,218.17,34.69,424.07,2923.96,56.7,25714.29,8.09,55.78,17.51,1035.33,3919.15,97.6,-1231.83,-8493.47,0,0,0.23
201.99,61.56,383.1,116.76,0,0.00,88.87,31.59,96.63,35.91,217.82,34.63,423.69,2921.34,54.49,24712.02,8.09,55.78,16.74,1034.11,3914.53,98.56,-1231.45,-8490.85,-0.02,-0.02,0.24
202.99,61.87,360.58,109.90,0,0.00,88.87,31.59,96.63,35.91,217.59,34.59,427.88,2950.23,56.4,25578.23,8.06,55.57,52.93,1036.35,3923.01,97.86,-1231.45,-8490.85,-0.01,-0.02,0.23
204.05,62.19,79.81,24.32,0,0.00,88.95,31.64,96.48,35.82,217.08,34.51,435.51,3002.84,57.54,26095.24,8.06,55.57,0,1052,3982.25,98.7,-1231.45,-8490.85,-0.02,-0.01,0.22
205.06,62.50,212.1,64.64,0,0.00,89.33,31.85,96.44,35.80,216.83,34.47,433.98,2992.29,59.14,26820.86,8.06,55.57,49.9,1055.86,3996.86,98.72,-1231.45,-8490.85,-0.01,-0.02,0.24
206.09,62.81,179.26,54.64,0,0.00,90.59,32.55,96.36,35.76,216.22,34.38,437.79,3018.56,56.93,25818.59,8.06,55.57,68.88,1054.64,3992.24,97.91,-1231.45,-8490.85,-0.01,0,0.22
207.12,63.13,195.71,59.65,0,0.00,91.62,33.12,96.32,35.73,216.12,34.36,438.94,3026.49,58,26303.85,8.06,55.57,6.49,1052.61,3984.56,97.05,-1231.45,-8490.85,0,0,0.23
208.15,63.44,185.92,56.67,0,0.00,91.47,33.04,96.25,35.69,215.31,34.23,432.46,2981.81,57.24,25959.18,8.06,55.57,0,1052.61,3984.56,97.4,-1231.45,-8490.85,-0.01,-0.02,0.24
209.16,63.75,240.38,73.26,0,0.00,91.35,32.97,96.21,35.67,215.36,34.24,436.65,3010.70,58.23,26408.16,8.09,55.78,0,1053.02,3986.11,97.16,-1231.83,-8493.47,-0.01,0,0.24
210.16,64.05,144.23,43.96,0,0.00,90.97,32.76,96.17,35.65,215.11,34.20,438.56,3023.87,57.92,26267.57,8.06,55.57,0,1058.1,4005.34,98.42,-1231.83,-8493.47,0,-0.02,0.23
211.16,64.36,154.94,47.22,0,0.00,90.59,32.55,96.13,35.63,215.09,34.20,439.32,3029.11,57.85,26235.83,8.06,55.57,0,1056.27,3998.42,98.33,-1231.45,-8490.85,-0.01,-0.01,0.24
212.16,64.66,200.32,61.05,0,0.00,90.28,32.38,96.09,35.61,214.52,34.11,438.94,3026.49,56.47,25609.98,8.09,55.78,0,1057.9,4004.59,97.35,-1231.45,-8490.85,0,-0.02,0.23
213.22,64.99,166.57,50.77,0,0.00,90.05,32.25,96.06,35.59,214.17,34.05,437.41,3015.94,56.17,25473.92,8.06,55.57,0,1055.05,3993.80,97.37,-1231.45,-8490.85,-0.01,-0.01,0.23
214.29,65.31,182.44,55.60,0,0.00,89.9,32.17,96.06,35.59,213.88,34.00,441.23,3042.28,56.17,25473.92,8.09,55.78,0,1056.07,3997.66,97.28,-1231.83,-8493.47,-0.01,-0.01,0.24
215.38,65.64,127.22,38.77,0,0.00,89.56,31.98,96.02,35.57,213.09,33.88,438.94,3026.49,57.31,25990.93,8.06,55.57,0,1053.22,3986.87,95.72,-1231.45,-8490.85,-0.01,-0.02,0.23
216.39,65.95,139.72,42.58,0,0.00,89.22,31.79,95.98,35.54,212.46,33.78,440.46,3036.97,57.47,26063.49,8.09,55.78,0,1055.86,3996.86,96.14,-1231.45,-8490.85,0,0,0.24
217.39,66.26,133.54,40.70,0,0.00,89.52,31.96,95.94,35.52,212.41,33.77,447.71,3086.96,57.77,26199.55,8.13,56.06,0,1063.18,4024.57,97.65,-1231.83,-8493.47,-0.01,-0.01,0.23
218.42,66.57,232.4,70.83,0,0.00,89.86,32.14,95.98,35.54,211.89,33.69,449.61,3100.06,48.77,22117.91,8.13,56.06,0,1067.05,4039.22,97.07,-1231.45,-8490.85,-0.01,-0.03,0.25
219.45,66.89,123.58,37.67,0,0.00,94.02,34.46,96.02,35.57,210.59,33.48,447.33,3084.34,53.65,24331.07,8.13,56.06,0,1067.86,4042.29,97.95,-1231.83,-8493.47,-0.01,-0.02,0.23
220.52,67.21,166.56,50.77,0,0.00,95.39,35.22,96.02,35.57,209.34,33.28,447.71,3086.96,48.7,22086.17,8.13,56.06,0,1066.64,4037.67,97.56,-1231.45,-8490.85,-0.02,-0.02,0.24
221.52,67.52,225.35,68.68,0,0.00,97.41,36.34,96.02,35.57,208.91,33.21,444.66,3065.93,55.71,25265.31,8.13,56.06,0,1064.81,4030.74,98.42,-1231.83,-8493.47,-0.02,-0.01,0.24
222.52,67.82,112.68,34.34,0,0.00,97.45,36.36,96.09,35.61,208.69,33.18,442.75,3052.76,53.73,24367.35,8.13,56.06,0,1056.48,3999.21,97.81,-1231.83,-8493.47,-0.02,-0.01,0.23
223.52,68.13,100.82,30.73,0,0.00,98.33,36.85,96.13,35.63,207.54,33.00,443.89,3060.62,56.78,25750.57,8.13,56.06,0,1058.92,4008.45,96.21,-1231.83,-8493.47,-0.01,-0.01,0.24
224.52,68.43,171.7,52.33,0,0.00,98.18,36.77,96.17,35.65,206.99,32.91,441.61,3044.90,57.16,25922.90,8.13,56.06,0,1054.65,3992.28,97.88,-1231.45,-8490.85,-0.02,-0.01,0.23
225.56,68.75,212.84,64.87,0,0.00,98.18,36.77,96.21,35.67,206.29,32.80,436.27,3008.08,52.36,23746.03,8.17,56.33,0,1052,3982.25,98.42,-1231.83,-8493.47,-0.02,-0.02,0.23
226.56,69.05,120.19,36.63,0,0.00,98.4,36.89,96.29,35.72,205.17,32.62,440.84,3039.59,53.81,24403.63,8.17,56.33,0,1052.61,3984.56,97.4,-1231.83,-8493.47,-0.02,-0.03,0.23
227.59,69.37,98.94,30.16,0,0.00,98.14,36.74,96.29,35.72,204.9,32.58,436.65,3010.70,54.72,24816.33,8.17,56.33,0,1048.55,3969.19,96.09,-1231.83,-8493.47,-0.01,0,0.22
228.62,69.68,177.07,53.97,0,0.00,98.18,36.77,96.36,35.76,204.17,32.46,435.89,3005.46,55.56,25197.28,8.13,56.06,0,1053.02,3986.11,96.46,-1231.83,-8493.47,-0.01,-0.02,0.24
229.63,69.99,300.49,91.58,0,0.00,98.21,36.78,96.36,35.76,203.61,32.37,438.56,3023.87,55.94,25369.61,8.13,56.06,0,1050.99,3978.43,95.58,-1231.83,-8493.47,-0.02,-0.02,0.23
230.66,70.30,265.6,80.95,0,0.00,98.14,36.74,96.4,35.78,203.32,32.33,437.03,3013.32,56.32,25541.95,8.17,56.33,0,1051.6,3980.74,95.37,-1231.83,-8493.47,-0.02,-0.02,0.23
231.66,70.61,225.36,68.69,0,0.00,98.14,36.74,96.4,35.78,203.2,32.31,435.51,3002.84,56.86,25786.85,8.13,56.06,0,1051.39,3979.94,95.6,-1231.83,-8493.47,-0.01,-0.01,0.23
232.66,70.91,90.69,27.64,0,0.00,98.06,36.70,96.48,35.82,201.68,32.06,433.6,2989.67,55.94,25369.61,8.06,55.57,0,1049.16,3971.50,95.9,-1231.83,-8493.47,-0.01,-0.02,0.24
233.66,71.22,262.92,80.13,0,0.00,98.14,36.74,96.48,35.82,203.04,32.28,440.46,3036.97,57.01,25854.88,8.06,55.57,0,1053.83,3989.18,95.39,-1231.83,-8493.47,-0.01,-0.01,0.23
234.7,71.53,309.87,94.44,0,0.00,98.1,36.72,96.51,35.84,203.08,32.29,436.27,3008.08,56.09,25437.64,8.02,55.30,0,1050.78,3977.63,95.62,-1231.45,-8490.85,-0.01,-0.01,0.24
235.7,71.84,180.29,54.95,0,0.00,97.99,36.66,96.51,35.84,202.37,32.17,439.32,3029.11,56.7,25714.29,7.98,55.02,0,1054.04,3989.97,95.86,-1231.45,-8490.85,-0.02,-0.02,0.24
236.7,72.14,109.27,33.30,0,0.00,97.91,36.62,96.63,35.91,201.36,32.01,438.94,3026.49,56.09,25437.64,7.98,55.02,0,1048.95,3970.71,96.04,-1231.83,-8493.47,-0.02,-0.02,0.23
237.7,72.45,225.36,68.69,0,0.00,98.18,36.77,96.63,35.91,201.28,32.00,440.08,3034.35,55.33,25092.97,7.94,54.75,0,1052.41,3983.80,95.95,-1231.45,-8490.85,-0.02,-0.01,0.24
238.73,72.76,206.59,62.97,0,0.00,98.29,36.83,96.63,35.91,200.99,31.95,438.18,3021.25,56.47,25609.98,7.98,55.02,0,1050.99,3978.43,96.02,-1231.83,-8493.47,-0.01,0,0.24
239.74,73.07,106.42,32.44,0,0.00,98.4,36.89,96.7,35.94,200.52,31.88,438.56,3023.87,56.25,25510.20,7.98,55.02,0,1050.78,3977.63,96.98,-1231.83,-8493.47,-0.01,-0.01,0.23
240.8,73.39,425.68,129.74,0,0.00,98.56,36.98,96.7,35.94,200.24,31.84,436.27,3008.08,57.24,25959.18,7.98,55.02,0,1047.12,3963.78,96.25,-1231.83,-8493.47,-0.01,-0.02,0.24
241.8,73.70,360.58,109.90,0,0.00,98.67,37.04,96.74,35.97,200.1,31.81,439.32,3029.11,57.92,26267.57,7.98,55.02,0,1050.17,3975.32,97.23,-1231.83,-8493.47,-0.01,-0.01,0.23
242.83,74.01,97.86,29.83,0,0.00,98.56,36.98,96.82,36.01,199.07,31.65,440.46,3036.97,48.39,21945.58,7.98,55.02,0,1048.54,3969.15,97.26,-1231.83,-8493.47,-0.02,-0.01,0.24
243.87,74.33,95.35,29.06,0,0.00,98.56,36.98,96.86,36.03,199.01,31.64,441.23,3042.28,43.28,19628.12,7.98,55.02,0,1047.53,3965.33,98.44,-1231.83,-8493.47,-0.01,-0.01,0.25
244.87,74.63,200.32,61.05,0,0.00,98.4,36.89,96.93,36.07,199.02,31.64,440.08,3034.35,48.77,22117.91,7.98,55.02,0,1044.68,3954.54,97.35,-1231.83,-8493.47,-0.01,-0.01,0.23
245.9,74.95,109.32,33.32,0,0.00,98.79,37.11,96.97,36.09,198.8,31.61,441.61,3044.90,48.7,22086.17,7.94,54.75,0,1047.93,3966.84,98.63,-1231.83,-8493.47,-0.02,-0.01,0.23
246.9,75.25,83.86,25.56,0,0.00,98.75,37.08,97.05,36.14,197.36,31.38,438.18,3021.25,53.88,24435.37,7.98,55.02,0,1045.09,3956.09,98.61,-1231.83,-8493.47,-0.01,0,0.22
247.94,75.57,218.74,66.67,0,0.00,98.75,37.08,97.05,36.14,196.94,31.31,441.61,3044.90,51.14,23192.74,7.94,54.75,0,1047.73,3966.09,97.95,-1231.83,-8493.47,-0.02,0,0.24
248.94,75.87,133.55,40.70,0,0.00,98.9,37.17,97.09,36.16,196.52,31.24,442.37,3050.14,53.2,24126.98,7.98,55.02,0,1045.69,3958.37,97.77,-1231.83,-8493.47,-0.01,-0.02,0.22
249.94,76.18,148.74,45.33,0,0.00,98.9,37.17,97.09,36.16,196.51,31.24,443.13,3055.38,54.8,24852.61,7.98,55.02,0,1048.13,3967.60,98.37,-1231.45,-8490.85,-0.01,-0.02,0.23
250.97,76.49,148.74,45.33,0,0.00,98.82,37.12,97.12,36.18,196.34,31.22,441.61,3044.90,50.37,22843.54,8.02,55.30,0,1046.1,3959.92,98.7,-1231.83,-8493.47,-0.01,-0.02,0.23
251.97,76.80,94.89,28.92,0,0.00,99.05,37.25,97.12,36.18,196.15,31.19,437.79,3018.56,52.59,23850.34,7.98,55.02,0,1042.65,3946.86,98.26,-1231.83,-8493.47,-0.02,-0.01,0.22
253.01,77.11,177.08,53.97,0,0.00,99.09,37.27,97.16,36.20,195.91,31.15,436.27,3008.08,50.91,23088.44,8.02,55.30,0,1043.46,3949.92,96.65,-1231.45,-8490.85,-0.01,0,0.24
254.01,77.42,161.67,49.27,0,0.00,99.01,37.23,97.16,36.20,195.7,31.11,437.41,3015.94,43.21,19596.37,8.02,55.30,0,1040.2,3937.58,96.7,-1231.45,-8490.85,-0.01,-0.01,0.23
255.15,77.77,136.15,41.50,0,0.00,100.58,38.10,98.46,36.92,186.15,29.60,424.83,2929.20,55.18,25024.94,8.89,61.30,0,1020.85,3864.34,88,-1231.83,-8493.47,-0.01,-0.01,0.23
256.22,78.09,91.22,27.80,0,0.00,100.77,38.21,98.53,36.96,185.45,29.48,423.31,2918.72,61.81,28031.75,8.93,61.57,0,1022.47,3870.47,85.14,-1231.45,-8490.85,-0.01,0,0.23
258.1,78.67,0,0.00,0,0.00,100.23,37.91,98.8,37.11,186.12,29.59,19.94,137.49,63.18,28653.06,9.7,66.88,0,0,0.00,34.46,-1231.83,-8493.47,0,0.02,0.26
259.12,78.98,521.14,158.84,0,0.00,98.82,37.12,98.53,36.96,182.53,29.02,438.56,3023.87,68.83,31215.42,9.58,66.05,0,1036.92,3925.17,102.03,-1231.83,-8493.47,-0.01,-0.02,0.25
260.12,79.28,428.18,130.50,0,0.00,98.86,37.14,98.57,36.98,182.51,29.02,437.41,3015.94,69.28,31419.50,9.58,66.05,0,1036.92,3925.17,102.94,-1231.83,-8493.47,-0.01,-0.01,0.26
261.31,79.64,475.77,145.01,0,0.00,98.86,37.14,98.61,37.01,182.48,29.01,439.32,3029.11,70.43,31941.04,9.62,66.33,0,1034.68,3916.69,102.64,-1231.45,-8490.85,-0.01,-0.01,0.26
262.32,79.95,277.37,84.54,0,0.00,98.9,37.17,98.73,37.07,182.46,29.01,439.7,3031.73,67,30385.49,9.58,66.05,0,1034.89,3917.48,100.87,-1231.83,-8493.47,-0.02,0,0.26
263.51,80.31,67,20.42,0,0.00,99.09,37.27,99.07,37.26,181.73,28.89,434.74,2997.53,68.45,31043.08,9.62,66.33,0,1035.09,3918.24,99.26,-1231.83,-8493.47,-0.02,-0.01,0.26
264.54,80.63,70.16,21.38,0,0.00,99.09,37.27,99.3,37.39,181.7,28.89,443.89,3060.62,49.08,22258.50,9.62,66.33,0,1042.4,3945.91,97.88,-1231.83,-8493.47,-0.01,-0.02,0.25
265.7,80.98,86.86,26.47,0,0.00,99.32,37.40,99.45,37.47,181.43,28.85,440.84,3039.59,46.26,20979.59,9.62,66.33,0,1043.62,3950.53,97.02,-1231.83,-8493.47,-0.01,-0.02,0.26
266.76,81.30,256.67,78.23,0,0.00,99.36,37.42,99.45,37.47,181.41,28.84,446.18,3076.41,51.75,23469.39,9.62,66.33,0,1044.84,3955.15,95.83,-1231.45,-8490.85,-0.01,-0.01,0.26
267.86,81.64,303.37,92.46,0,0.00,98.86,37.14,99.53,37.52,181.4,28.84,441.99,3047.52,63.03,28585.03,9.62,66.33,0,1046.06,3959.77,94.83,-1231.83,-8493.47,-0.02,-0.03,0.25
269.01,81.99,379.02,115.52,0,0.00,98.98,37.21,99.53,37.52,181.44,28.85,446.94,3081.65,46.79,21219.95,9.62,66.33,0,1046.46,3961.28,94.39,-1231.45,-8490.85,-0.02,-0.02,0.26
270.05,82.31,247.9,75.56,0,0.00,99.62,37.57,99.56,37.53,181.33,28.83,443.89,3060.62,62.8,28480.73,9.62,66.33,0,1048.29,3968.21,94.58,-1231.83,-8493.47,-0.02,-0.01,0.25
271.08,82.62,131.85,40.19,0,0.00,100.65,38.14,99.56,37.53,181.4,28.84,449.23,3097.44,61.13,27723.36,9.66,66.61,0,1050.33,3975.93,93.99,-1231.83,-8493.47,-0.02,0.01,0.25
272.08,82.93,163.9,49.95,0,0.00,100.65,38.14,99.6,37.56,181.37,28.84,444.66,3065.93,59.37,26925.17,9.62,66.33,0,1049.51,3972.83,92.76,-1231.45,-8490.85,-0.01,0,0.26
273.15,83.25,59.76,18.21,0,0.00,100.69,38.16,99.64,37.58,181.41,28.84,446.18,3076.41,56.02,25405.90,9.7,66.88,0,1044.43,3953.60,90.8,-1231.45,-8490.85,0,-0.01,0.24
274.18,83.57,148.75,45.34,0,0.00,100.77,38.21,99.64,37.58,181.44,28.85,441.99,3047.52,51.06,23156.46,9.7,66.88,0,1044.23,3952.84,89.99,-1231.83,-8493.47,-0.01,-0.01,0.25
275.21,83.88,120.46,36.71,0,0.00,100.96,38.31,99.64,37.58,181.53,28.86,443.51,3058.00,55.48,25161.00,9.73,67.09,0,1044.03,3952.08,86.05,-1231.45,-8490.85,0,-0.02,0.25
276.24,84.19,87.65,26.71,0,0.00,102.18,38.99,99.87,37.71,178.87,28.44,435.51,3002.84,61.96,28099.77,9.85,67.92,0,1036.9,3925.09,84.49,-1231.45,-8490.85,-0.01,0,0.26
277.28,84.51,137.73,41.98,0,0.00,102.1,38.94,99.94,37.74,178.65,28.40,439.7,3031.73,67.45,30589.57,9.85,67.92,0,1040.56,3938.95,86.09,-1231.45,-8490.85,0,-0.01,0.25
278.28,84.82,151.69,46.23,0,0.00,102.14,38.97,100.02,37.79,178.55,28.39,440.08,3034.35,43.82,19873.02,9.85,67.92,0,1036.5,3923.58,85.42,-1231.83,-8493.47,-0.01,-0.01,0.24
279.37,85.15,74.42,22.68,0,0.00,101.95,38.86,100.1,37.83,178.52,28.38,434.36,2994.91,65.01,29482.99,9.89,68.19,0,1031.42,3904.35,82.44,-1231.83,-8493.47,0,-0.01,0.25
280.38,85.46,133.55,40.70,0,0.00,102.03,38.91,100.14,37.86,178.82,28.43,433.98,2992.29,66.46,30140.59,9.89,68.19,0,1031.01,3902.80,82.27,-1231.45,-8490.85,-0.01,-0.01,0.25
281.44,85.78,159.64,48.66,0,0.00,102.1,38.94,100.14,37.86,178.23,28.34,436.27,3008.08,67,30385.49,9.92,68.40,0,1034.47,3915.89,82.6,-1231.45,-8490.85,0,-0.01,0.26
282.57,86.12,253.53,77.27,0,0.00,102.1,38.94,100.1,37.83,178.2,28.33,435.13,3000.22,68.52,31074.83,9.92,68.40,0,1025.93,3883.57,78.78,-1231.45,-8490.85,0,0.01,0.27
283.63,86.45,239.46,72.98,0,0.00,102.18,38.99,99.98,37.77,177.83,28.27,430.55,2968.64,72.56,32907.03,9.92,68.40,0,1023.08,3872.78,80.71,-1231.45,-8490.85,-0.01,0,0.25
284.63,86.75,124.35,37.90,0,0.00,102.22,39.01,100.25,37.92,177.74,28.26,427.12,2944.99,67.68,30693.88,10,68.95,0,1021.45,3866.61,80.48,-1231.83,-8493.47,-0.01,0,0.25
285.7,87.08,166.58,50.77,0,0.00,102.26,39.03,100.25,37.92,177.44,28.21,427.12,2944.99,65.85,29863.95,10,68.95,0,1017.38,3851.20,79.71,-1231.45,-8490.85,0,0.01,0.26
286.71,87.38,58.22,17.74,6.08,2757.37,102.33,39.07,100.06,37.81,186.4,29.64,452.66,3121.09,74.32,33705.22,11.22,77.36,0,1037.12,3925.92,94.6,-1231.45,-8490.85,0,-0.03,0.29
287.72,87.69,231.99,70.71,3.64,1650.79,102.26,39.03,100.14,37.86,186.4,29.64,454.57,3134.26,76.76,34811.79,11.26,77.64,0,1039.55,3935.12,95.02,-1231.45,-8490.85,0,-0.03,0.29
288.75,88.01,128.23,39.08,4.25,1927.44,102.18,38.99,100.29,37.94,186.29,29.62,450.38,3105.37,76.15,34535.15,11.26,77.64,0,1041.18,3941.29,96.56,-1231.07,-8488.23,0,-0.03,0.29
289.81,88.33,112.68,34.34,7.3,3310.66,101.99,38.88,100.4,38.00,186.01,29.57,451.9,3115.85,73.1,33151.93,11.3,77.91,0,1042.4,3945.91,95.65,-1231.07,-8488.23,0,-0.03,0.29
290.94,88.67,312.05,95.11,8.6,3900.23,101.95,38.86,100.48,38.04,185.97,29.57,454.19,3131.64,71.8,32562.36,11.34,78.19,0,1041.59,3942.85,95.18,-1231.07,-8488.23,0,-0.03,0.29
291.97,88.99,116.21,35.42,32.39,14689.34,101.76,38.76,100.59,38.11,185.56,29.50,455.33,3139.50,48.01,21773.24,11.34,78.19,0,1042.4,3945.91,93.41,-1231.07,-8488.23,0,-0.01,0.29
292.97,89.29,144.23,43.96,9.13,4140.59,101.72,38.73,100.67,38.15,185.39,29.47,456.09,3144.74,71.27,32322.00,11.37,78.40,0,1045.04,3955.90,92.5,-1231.45,-8490.85,0,-0.02,0.29
293.98,89.60,200.33,61.06,8.98,4072.56,101.65,38.69,100.67,38.15,185.23,29.45,454.95,3136.88,71.42,32390.02,11.41,78.67,0,1043.42,3949.77,90.64,-1231.07,-8488.23,0,-0.03,0.29
295.07,89.93,260.58,79.42,12.56,5696.15,101.65,38.69,100.67,38.15,185.05,29.42,454.57,3134.26,67.84,30766.44,11.41,78.67,0,1044.43,3953.60,90.59,-1231.45,-8490.85,0,-0.03,0.28
296.23,90.29,132.23,40.30,37.35,16938.78,101.57,38.65,100.75,38.19,185.11,29.43,461.81,3184.18,43.05,19523.81,11.41,78.67,0,1050.12,3975.13,89.96,-1231.45,-8490.85,0,-0.01,0.29
297.23,90.59,81.95,24.98,15,6802.72,101.57,38.65,100.82,38.23,184.97,29.41,460.67,3176.32,65.4,29659.86,11.45,78.95,0,1049.11,3971.31,85.05,-1231.07,-8488.23,0,-0.02,0.29
298.36,90.94,139.87,42.63,27.28,12371.88,101.57,38.65,100.82,38.23,184.87,29.39,457.24,3152.67,53.12,24090.70,11.41,78.67,0,1048.9,3970.52,82.39,-1231.07,-8488.23,0,-0.01,0.28
299.42,91.26,255.42,77.85,17.6,7981.86,101.61,38.67,100.82,38.23,184.86,29.39,456.86,3150.05,62.8,28480.73,11.41,78.67,0,1045.45,3957.46,82.11,-1231.07,-8488.23,0,-0.01,0.29
300.58,91.61,143.77,43.82,31.63,14344.67,101.68,38.71,100.82,38.23,184.53,29.34,459.53,3168.46,48.77,22117.91,11.41,78.67,0,1047.28,3964.38,83.79,-1230.69,-8485.61,-0.01,-0.02,0.28
301.61,91.93,100.5,30.63,6.69,3034.01,101.76,38.76,100.82,38.23,184.53,29.34,457.24,3152.67,73.71,33428.57,11.45,78.95,0,1044.23,3952.84,81.88,-1231.07,-8488.23,0,-0.02,0.28
302.62,92.23,75.13,22.90,8.14,3691.61,101.91,38.84,100.82,38.23,184.2,29.29,453.81,3129.02,72.26,32770.98,11.45,78.95,0,1046.26,3960.52,81.43,-1231.07,-8488.23,0,-0.03,0.29
303.65,92.55,90.63,27.62,31.25,14172.34,102.03,38.91,100.78,38.21,183.77,29.22,453.04,3123.71,49.15,22290.25,11.53,79.50,0,1044.43,3953.60,81.5,-1231.07,-8488.23,0,-0.02,0.29
304.65,92.85,92.46,28.18,13.18,5977.32,102.18,38.99,100.82,38.23,182.87,29.07,450.76,3107.99,67.23,30489.80,11.56,79.71,0,1043.62,3950.53,82.85,-1231.07,-8488.23,0,-0.02,0.29
305.75,93.19,93.91,28.62,23.39,10607.71,102.37,39.09,100.82,38.23,182.74,29.05,453.04,3123.71,57.01,25854.88,11.68,80.53,0,1046.67,3962.08,84.09,-1231.45,-8490.85,0,-0.01,0.29
306.75,93.49,116.31,35.45,27.28,12371.88,102.48,39.16,100.86,38.26,182.19,28.97,452.28,3118.47,53.12,24090.70,11.75,81.02,0,1044.23,3952.84,85.58,-1231.07,-8488.23,0,-0.02,0.29
307.84,93.83,133.81,40.78,35.74,16208.62,102.64,39.24,100.86,38.26,181.48,28.85,456.86,3150.05,44.66,20253.97,11.75,81.02,0,1048.3,3968.25,84.81,-1231.07,-8488.23,0,-0.02,0.29
308.91,94.15,109.47,33.36,23.54,10675.74,102.83,39.35,100.9,38.28,180.88,28.76,451.52,3113.23,56.86,25786.85,11.75,81.02,0,1047.07,3963.59,83.67,-1231.07,-8488.23,0,-0.02,0.28
309.94,94.47,115.9,35.32,10.35,4693.88,102.9,39.39,100.97,38.32,180.6,28.71,451.14,3110.61,70.05,31768.71,11.72,80.81,0,1044.23,3952.84,86.54,-1231.07,-8488.23,0,-0.01,0.29
311.07,94.81,256.66,78.23,9.21,4176.87,102.94,39.41,100.94,38.30,180.52,28.70,451.14,3110.61,71.19,32285.71,11.72,80.81,0,1046.26,3960.52,88.38,-1231.07,-8488.23,0,-0.03,0.28
